value,value1,name,piece
Vyvolávacia cena:,Neurčená,JAKOBY JÚLIUS (1903 - 1985),Pri košických hámroch II.
Poradové číslo:,31,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Samota
Nevydražené,,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Samota
Vyvolávacia cena:,Neurčená,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Samota
Poradové číslo:,35,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš
Odhadovaná cena:,10 000 – 13 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš
Konečná cena:,10 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš
Poradové číslo:,36,BENKA MARTIN (1888 - 1971),Jeseň
Nevydražené,,BENKA MARTIN (1888 - 1971),Jeseň
Vyvolávacia cena:,Neurčená,BENKA MARTIN (1888 - 1971),Jeseň
Poradové číslo:,37,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Senníky
Nevydražené,,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Senníky
Vyvolávacia cena:,Neurčená,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Senníky
Poradové číslo:,38,BENKA MARTIN (1888 - 1971),Kone na paši
Odhadovaná cena:,10 000 – 12 000 €,BENKA MARTIN (1888 - 1971),Kone na paši
Konečná cena:,12 900 €,BENKA MARTIN (1888 - 1971),Kone na paši
Poradové číslo:,39,GALANDA MIKULÁŠ (1895 - 1938),Práčka
Odhadovaná cena:,25 000 – 30 000 €,GALANDA MIKULÁŠ (1895 - 1938),Práčka
Konečná cena:,25 000 €,GALANDA MIKULÁŠ (1895 - 1938),Práčka
Poradové číslo:,40,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Oravská dedinka
Nevydražené,,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Oravská dedinka
Vyvolávacia cena:,Neurčená,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Oravská dedinka
Poradové číslo:,41,BENKA MARTIN (1888 - 1971),Terchová
Nevydražené,,BENKA MARTIN (1888 - 1971),Terchová
Vyvolávacia cena:,Neurčená,BENKA MARTIN (1888 - 1971),Terchová
Poradové číslo:,42,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Dvaja - Pred chalupou
Odhadovaná cena:,12 000 – 14 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Dvaja - Pred chalupou
Konečná cena:,13 500 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Dvaja - Pred chalupou
Poradové číslo:,43,NEMČÍK JÚLIUS (1909 - 1986),Fašizmus
Odhadovaná cena:,900 – 1 000 €,NEMČÍK JÚLIUS (1909 - 1986),Fašizmus
Konečná cena:,900 €,NEMČÍK JÚLIUS (1909 - 1986),Fašizmus
Poradové číslo:,44,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Vojna
Odhadovaná cena:,"6 000,00 - 7 000,00 €",PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Vojna
Konečná cena:,6 000 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Vojna
Poradové číslo:,45,MAJERNÍK CYPRIÁN (1909 - 1945),Pred kostolom
Nevydražené,,MAJERNÍK CYPRIÁN (1909 - 1945),Pred kostolom
Vyvolávacia cena:,Neurčená,MAJERNÍK CYPRIÁN (1909 - 1945),Pred kostolom
Poradové číslo:,46,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Golgota
Odhadovaná cena:,12 000 - 16 000 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Golgota
Konečná cena:,10 000 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Golgota
Poradové číslo:,47,MATEJKA PETER (1913 - 1972),Portrét (Žena v modrom II.)
Nevydražené,,MATEJKA PETER (1913 - 1972),Portrét (Žena v modrom II.)
Vyvolávacia cena:,Neurčená,MATEJKA PETER (1913 - 1972),Portrét (Žena v modrom II.)
Poradové číslo:,48,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Nevydražené,,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Vyvolávacia cena:,Neurčená,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Poradové číslo:,49,NEMES ENDRE (1909 - 1985),Ležiaci akt
Odhadovaná cena:,"4 000,00 - 5 000,00 €",NEMES ENDRE (1909 - 1985),Ležiaci akt
Konečná cena:,3 500 €,NEMES ENDRE (1909 - 1985),Ležiaci akt
Poradové číslo:,50,NEVAN EUGEN (1914 - 1967),Žena za stolom
Nevydražené,,NEVAN EUGEN (1914 - 1967),Žena za stolom
Vyvolávacia cena:,Neurčená,NEVAN EUGEN (1914 - 1967),Žena za stolom
Poradové číslo:,51,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Nevydražené,,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Vyvolávacia cena:,Neurčená,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Poradové číslo:,52,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Ruže
Odhadovaná cena:,10 000 - 12 000 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Ruže
Konečná cena:,9 000 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Ruže
Poradové číslo:,53,ZMETÁK ERNEST (1919 - 2004),Talianske zátišie so sifónom a papričkami
Odhadovaná cena:,1 200 – 2 000 €,ZMETÁK ERNEST (1919 - 2004),Talianske zátišie so sifónom a papričkami
Konečná cena:,1 500 €,ZMETÁK ERNEST (1919 - 2004),Talianske zátišie so sifónom a papričkami
Poradové číslo:,54,ZMETÁK ERNEST (1919 - 2004),Sicílske zátišie s melónmi
Odhadovaná cena:,1 700 – 2 500 €,ZMETÁK ERNEST (1919 - 2004),Sicílske zátišie s melónmi
Konečná cena:,1 700 €,ZMETÁK ERNEST (1919 - 2004),Sicílske zátišie s melónmi
Poradové číslo:,55,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Nevydražené,,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Vyvolávacia cena:,Neurčená,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Poradové číslo:,56,MATEJKA PETER (1913 - 1972),Hlava ženy
Nevydražené,,MATEJKA PETER (1913 - 1972),Hlava ženy
Vyvolávacia cena:,Neurčená,MATEJKA PETER (1913 - 1972),Hlava ženy
Poradové číslo:,57,BARČÍK ANDREJ (1928 - 2004),Morena II.
Odhadovaná cena:,50 000 – 60 000 €,BARČÍK ANDREJ (1928 - 2004),Morena II.
Konečná cena:,55 000 €,BARČÍK ANDREJ (1928 - 2004),Morena II.
Poradové číslo:,58,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Odhadovaná cena:,9 000 – 12 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Konečná cena:,9 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Poradové číslo:,59,KOMPÁNEK VLADIMÍR (1927 - 2011),Mačka
Odhadovaná cena:,2 500 – 3 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Mačka
Konečná cena:,7 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Mačka
Poradové číslo:,60,LALUHA MILAN (1930 - 2013),Žena
Odhadovaná cena:,"12 000,00 - 14 000,00 €",LALUHA MILAN (1930 - 2013),Žena
Konečná cena:,13 200 €,LALUHA MILAN (1930 - 2013),Žena
Poradové číslo:,61,ČUTEK ANTON,Sediaca
Odhadovaná cena:,2 500 – 3 000 €,ČUTEK ANTON,Sediaca
Konečná cena:,3 400 €,ČUTEK ANTON,Sediaca
Poradové číslo:,62,LALUHA MILAN (1930 - 2013),Motív z Moravian
Odhadovaná cena:,"12 000,00 - 14 000,00 €",LALUHA MILAN (1930 - 2013),Motív z Moravian
Konečná cena:,15 000 €,LALUHA MILAN (1930 - 2013),Motív z Moravian
Poradové číslo:,63,KRIVOŠ RUDOLF (1933),Milenci III.
Nevydražené,,KRIVOŠ RUDOLF (1933),Milenci III.
Vyvolávacia cena:,Neurčená,KRIVOŠ RUDOLF (1933),Milenci III.
Poradové číslo:,64,KRIVOŠ RUDOLF (1933),Rozpor II.
Nevydražené,,KRIVOŠ RUDOLF (1933),Rozpor II.
Vyvolávacia cena:,Neurčená,KRIVOŠ RUDOLF (1933),Rozpor II.
Poradové číslo:,65,CONDOY HONORÉ GARCIA (1900 - 1953),Hlava ženy
Nevydražené,,CONDOY HONORÉ GARCIA (1900 - 1953),Hlava ženy
Vyvolávacia cena:,Neurčená,CONDOY HONORÉ GARCIA (1900 - 1953),Hlava ženy
Poradové číslo:,66,JANKOVIČ JOZEF (1937),Červené svetlo
Odhadovaná cena:,25 000 – 30 000 €,JANKOVIČ JOZEF (1937),Červené svetlo
Konečná cena:,25 000 €,JANKOVIČ JOZEF (1937),Červené svetlo
Poradové číslo:,67,KRIVOŠ RUDOLF (1933),Hlava
Odhadovaná cena:,2 000 – 3 000 €,KRIVOŠ RUDOLF (1933),Hlava
Konečná cena:,2 600 €,KRIVOŠ RUDOLF (1933),Hlava
Poradové číslo:,68,LALUHA MILAN (1930 - 2013),Sediaci akt
Odhadovaná cena:,"5 000,00 - 6 000,00 €",LALUHA MILAN (1930 - 2013),Sediaci akt
Konečná cena:,15 100 €,LALUHA MILAN (1930 - 2013),Sediaci akt
Poradové číslo:,69,UHER RUDOLF (1913 - 1987),Rohové okno
Nevydražené,,UHER RUDOLF (1913 - 1987),Rohové okno
Vyvolávacia cena:,Neurčená,UHER RUDOLF (1913 - 1987),Rohové okno
Poradové číslo:,70,ŽILINČANOVÁ VIERA (1932 - 2008),Akty v lese
Nevydražené,,ŽILINČANOVÁ VIERA (1932 - 2008),Akty v lese
Vyvolávacia cena:,Neurčená,ŽILINČANOVÁ VIERA (1932 - 2008),Akty v lese
Poradové číslo:,71,KRAICOVÁ VIERA (1920 - 2012),Rusovláska
Nevydražené,,KRAICOVÁ VIERA (1920 - 2012),Rusovláska
Vyvolávacia cena:,Neurčená,KRAICOVÁ VIERA (1920 - 2012),Rusovláska
Poradové číslo:,72,SZÓBEL GÉZA (GEJZA) (1905  - 1964),Antická kompozícia
Odhadovaná cena:,"2 000,00 - 3 000,00 €",SZÓBEL GÉZA (GEJZA) (1905  - 1964),Antická kompozícia
Konečná cena:,1 900 €,SZÓBEL GÉZA (GEJZA) (1905  - 1964),Antická kompozícia
Poradové číslo:,73,PREISSIG VOJTĚCH (1873 - 1944),"Návrh obálky casopisu ""The Munsey"""
Nevydražené,,PREISSIG VOJTĚCH (1873 - 1944),"Návrh obálky casopisu ""The Munsey"""
Vyvolávacia cena:,Neurčená,PREISSIG VOJTĚCH (1873 - 1944),"Návrh obálky casopisu ""The Munsey"""
Poradové číslo:,74,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Zo série „Nebeský kvet“
Odhadovaná cena:,8 000 - 12 000 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Zo série „Nebeský kvet“
Konečná cena:,8 000 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Zo série „Nebeský kvet“
Poradové číslo:,75,POPOVIČ VLADIMÍR (1939),Kresba ako fenomén
Nevydražené,,POPOVIČ VLADIMÍR (1939),Kresba ako fenomén
Vyvolávacia cena:,Neurčená,POPOVIČ VLADIMÍR (1939),Kresba ako fenomén
Poradové číslo:,76,BARTOŠ PETER (1938),Parky a skala
Odhadovaná cena:,"700,00 - 1 000,00 €",BARTOŠ PETER (1938),Parky a skala
Konečná cena:,500 €,BARTOŠ PETER (1938),Parky a skala
Poradové číslo:,77,RAMPÁKOVÁ ĽUDMILA (1945),Zachránila som aspoň túto predhistorickú skalu...
Nevydražené,,RAMPÁKOVÁ ĽUDMILA (1945),Zachránila som aspoň túto predhistorickú skalu...
Vyvolávacia cena:,Neurčená,RAMPÁKOVÁ ĽUDMILA (1945),Zachránila som aspoň túto predhistorickú skalu...
Poradové číslo:,78,KOLLER JÚLIUS (1939 - 2007),Zlaté stránky - Cik cak kultúrna situácia I. – III.
Odhadovaná cena:,2 000 – 5 000 €,KOLLER JÚLIUS (1939 - 2007),Zlaté stránky - Cik cak kultúrna situácia I. – III.
Konečná cena:,3 600 €,KOLLER JÚLIUS (1939 - 2007),Zlaté stránky - Cik cak kultúrna situácia I. – III.
Poradové číslo:,79,ŽELIBSKÁ JANA (1941),2x
Odhadovaná cena:,15 000 – 17 000 €,ŽELIBSKÁ JANA (1941),2x
Konečná cena:,16 800 €,ŽELIBSKÁ JANA (1941),2x
Poradové číslo:,81,DOBEŠ MILAN (1929),Optická kompozícia
Odhadovaná cena:,10 000 – 11 000 €,DOBEŠ MILAN (1929),Optická kompozícia
Konečná cena:,10 000 €,DOBEŠ MILAN (1929),Optická kompozícia
Poradové číslo:,82,FILKO STANO (1937 - 2015),Žena - Venuša – Šeherezáda
Odhadovaná cena:,6 000 – 8 000 €,FILKO STANO (1937 - 2015),Žena - Venuša – Šeherezáda
Konečná cena:,8 000 €,FILKO STANO (1937 - 2015),Žena - Venuša – Šeherezáda
Poradové číslo:,83,ŠTEPÁN IVAN (1937 - 1986),Tri rany za korunu (z cyklu Sprofanované torzá)
Odhadovaná cena:,8 000 – 10 000 €,ŠTEPÁN IVAN (1937 - 1986),Tri rany za korunu (z cyklu Sprofanované torzá)
Konečná cena:,8 000 €,ŠTEPÁN IVAN (1937 - 1986),Tri rany za korunu (z cyklu Sprofanované torzá)
Poradové číslo:,84,FILKO STANO (1937 - 2015),Čierne na bielom - biele na bielom
Odhadovaná cena:,9 000 – 11 000 €,FILKO STANO (1937 - 2015),Čierne na bielom - biele na bielom
Konečná cena:,9 200 €,FILKO STANO (1937 - 2015),Čierne na bielom - biele na bielom
Poradové číslo:,85,FREŠO VIKTOR (1974),Jesus guitar
Nevydražené,,FREŠO VIKTOR (1974),Jesus guitar
Vyvolávacia cena:,Neurčená,FREŠO VIKTOR (1974),Jesus guitar
Poradové číslo:,86,HAVRILLA VLADIMÍR (1943),Ten Minutes
Odhadovaná cena:,3 000 – 4 000 €,HAVRILLA VLADIMÍR (1943),Ten Minutes
Konečná cena:,3 000 €,HAVRILLA VLADIMÍR (1943),Ten Minutes
Poradové číslo:,1,ONDREIČKA KAROL (1898 - 1961),Madona
Nevydražené,,ONDREIČKA KAROL (1898 - 1961),Madona
Vyvolávacia cena:,150 €,ONDREIČKA KAROL (1898 - 1961),Madona
Poradové číslo:,2,ONDREIČKA KAROL (1898 - 1961),Sedliacka madona
Nevydražené,,ONDREIČKA KAROL (1898 - 1961),Sedliacka madona
Vyvolávacia cena:,800 €,ONDREIČKA KAROL (1898 - 1961),Sedliacka madona
Poradové číslo:,3,ILEČKO JOZEF (1909 - 1986),Nevesta
Nevydražené,,ILEČKO JOZEF (1909 - 1986),Nevesta
Vyvolávacia cena:,500 €,ILEČKO JOZEF (1909 - 1986),Nevesta
Poradové číslo:,4,CPIN ŠTEFAN (1919 - 1971),Tri ženy
Vyvolávacia cena:,100 €,CPIN ŠTEFAN (1919 - 1971),Tri ženy
Konečná cena:,220 €,CPIN ŠTEFAN (1919 - 1971),Tri ženy
Poradové číslo:,5,LANDSFELD HERMAN (1899 - 1986),Bača so psíkom a ovečkami
Vyvolávacia cena:,1 000 €,LANDSFELD HERMAN (1899 - 1986),Bača so psíkom a ovečkami
Konečná cena:,800 €,LANDSFELD HERMAN (1899 - 1986),Bača so psíkom a ovečkami
Poradové číslo:,6,BIZMAYER IGNÁC (1922),"Štyria zbojníci - kalíšky, žena v šatke - kalíšok a džbán"
Vyvolávacia cena:,1 000 €,BIZMAYER IGNÁC (1922),"Štyria zbojníci - kalíšky, žena v šatke - kalíšok a džbán"
Konečná cena:,800 €,BIZMAYER IGNÁC (1922),"Štyria zbojníci - kalíšky, žena v šatke - kalíšok a džbán"
Poradové číslo:,7,GLOD ADAM ALOJZ (1907 - 1952),Kriváň
Vyvolávacia cena:,750 €,GLOD ADAM ALOJZ (1907 - 1952),Kriváň
Konečná cena:,1 100 €,GLOD ADAM ALOJZ (1907 - 1952),Kriváň
Poradové číslo:,8,GLOD ADAM ALOJZ (1907 - 1952),Rozsutec
Vyvolávacia cena:,400 €,GLOD ADAM ALOJZ (1907 - 1952),Rozsutec
Konečná cena:,600 €,GLOD ADAM ALOJZ (1907 - 1952),Rozsutec
Poradové číslo:,9,GYURKOVITS FRANTIŠEK (1876 - 1968),Pod hradom
Nevydražené,,GYURKOVITS FRANTIŠEK (1876 - 1968),Pod hradom
Vyvolávacia cena:,600 €,GYURKOVITS FRANTIŠEK (1876 - 1968),Pod hradom
Poradové číslo:,10,KRIŽAN ĽUDOVÍT (1900 - 1979),Brezy II.
Vyvolávacia cena:,600 €,KRIŽAN ĽUDOVÍT (1900 - 1979),Brezy II.
Konečná cena:,600 €,KRIŽAN ĽUDOVÍT (1900 - 1979),Brezy II.
Poradové číslo:,11,VOTRUBA JAROSLAV (1889 - 1971),Pod horou
Vyvolávacia cena:,400 €,VOTRUBA JAROSLAV (1889 - 1971),Pod horou
Konečná cena:,450 €,VOTRUBA JAROSLAV (1889 - 1971),Pod horou
Poradové číslo:,12,KOVÁČIK ANDREJ (1899 - 1953),Pod Tatrami
Vyvolávacia cena:,400 €,KOVÁČIK ANDREJ (1899 - 1953),Pod Tatrami
Konečná cena:,400 €,KOVÁČIK ANDREJ (1899 - 1953),Pod Tatrami
Poradové číslo:,13,SATIN JOZEF (1913 - 1956),Talianska krajina
Vyvolávacia cena:,400 €,SATIN JOZEF (1913 - 1956),Talianska krajina
Konečná cena:,320 €,SATIN JOZEF (1913 - 1956),Talianska krajina
Poradové číslo:,14,SATIN JOZEF (1913 - 1956),Jazero
Vyvolávacia cena:,100 €,SATIN JOZEF (1913 - 1956),Jazero
Konečná cena:,400 €,SATIN JOZEF (1913 - 1956),Jazero
Poradové číslo:,15,KOLLÁR JOZEF (1899 - 1982),Štiavnické vrchy
Nevydražené,,KOLLÁR JOZEF (1899 - 1982),Štiavnické vrchy
Vyvolávacia cena:,250 €,KOLLÁR JOZEF (1899 - 1982),Štiavnické vrchy
Poradové číslo:,16,ČECHOVÁ MATILDA (1908 - 1996),Rozsutec
Vyvolávacia cena:,150 €,ČECHOVÁ MATILDA (1908 - 1996),Rozsutec
Konečná cena:,400 €,ČECHOVÁ MATILDA (1908 - 1996),Rozsutec
Poradové číslo:,17,BALOGH JÚLIUS LUDWIG (1921 - 2003),Vysoké Tatry
Vyvolávacia cena:,100 €,BALOGH JÚLIUS LUDWIG (1921 - 2003),Vysoké Tatry
Konečná cena:,100 €,BALOGH JÚLIUS LUDWIG (1921 - 2003),Vysoké Tatry
Poradové číslo:,18,TVRDOŇ MARTIN (1914 - 1996),Čln pri brehu
Vyvolávacia cena:,100 €,TVRDOŇ MARTIN (1914 - 1996),Čln pri brehu
Konečná cena:,100 €,TVRDOŇ MARTIN (1914 - 1996),Čln pri brehu
Poradové číslo:,19,ŠTUBNA IVAN (1926 – 1994),Štrkovisko pri Lipovci
Vyvolávacia cena:,30 €,ŠTUBNA IVAN (1926 – 1994),Štrkovisko pri Lipovci
Konečná cena:,120 €,ŠTUBNA IVAN (1926 – 1994),Štrkovisko pri Lipovci
Poradové číslo:,20,"BOKŠAY, ML. JOZEF (1930 - 2002)",Kôpky sena
Nevydražené,,"BOKŠAY, ML. JOZEF (1930 - 2002)",Kôpky sena
Vyvolávacia cena:,1 200 €,"BOKŠAY, ML. JOZEF (1930 - 2002)",Kôpky sena
Poradové číslo:,21,"BOKŠAY, ML. JOZEF (1930 - 2002)",Jesenný les
Nevydražené,,"BOKŠAY, ML. JOZEF (1930 - 2002)",Jesenný les
Vyvolávacia cena:,1 000 €,"BOKŠAY, ML. JOZEF (1930 - 2002)",Jesenný les
Poradové číslo:,22,ILEČKO JOZEF (1909 - 1986),Krajinka od Modry
Nevydražené,,ILEČKO JOZEF (1909 - 1986),Krajinka od Modry
Vyvolávacia cena:,200 €,ILEČKO JOZEF (1909 - 1986),Krajinka od Modry
Poradové číslo:,23,MEDVECKÁ MÁRIA (1914 - 1987),Oravčianka
Vyvolávacia cena:,2 250 €,MEDVECKÁ MÁRIA (1914 - 1987),Oravčianka
Konečná cena:,4 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Oravčianka
Poradové číslo:,24,MEDVECKÁ MÁRIA (1914 - 1987),Úsmev
Vyvolávacia cena:,2 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Úsmev
Konečná cena:,3 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Úsmev
Poradové číslo:,25,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň pod Rozsutcom
Vyvolávacia cena:,650 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň pod Rozsutcom
Konečná cena:,950 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň pod Rozsutcom
Poradové číslo:,26,MEDVECKÁ MÁRIA (1914 - 1987),Kohút
Vyvolávacia cena:,50 €,MEDVECKÁ MÁRIA (1914 - 1987),Kohút
Konečná cena:,50 €,MEDVECKÁ MÁRIA (1914 - 1987),Kohút
Poradové číslo:,27,GREINEROVÁ SIBYLA (1921 - 2008),Tanec
Nevydražené,,GREINEROVÁ SIBYLA (1921 - 2008),Tanec
Vyvolávacia cena:,400 €,GREINEROVÁ SIBYLA (1921 - 2008),Tanec
Poradové číslo:,28,BÁRTFAY TIBOR (1922 - 2015),Ležiaci akt
Nevydražené,,BÁRTFAY TIBOR (1922 - 2015),Ležiaci akt
Vyvolávacia cena:,1 500 €,BÁRTFAY TIBOR (1922 - 2015),Ležiaci akt
Poradové číslo:,29,STRUHÁR ALOJZ (1892 - 1968),Kytica
Vyvolávacia cena:,150 €,STRUHÁR ALOJZ (1892 - 1968),Kytica
Konečná cena:,150 €,STRUHÁR ALOJZ (1892 - 1968),Kytica
Poradové číslo:,30,LEHOTSKÝ EUGEN (1909 - 1970),Kvety v slovenskom džbáne
Nevydražené,,LEHOTSKÝ EUGEN (1909 - 1970),Kvety v slovenskom džbáne
Vyvolávacia cena:,450 €,LEHOTSKÝ EUGEN (1909 - 1970),Kvety v slovenskom džbáne
Poradové číslo:,31,BOŤANSKÁ LENKA (1941),Kytica margarét
Vyvolávacia cena:,100 €,BOŤANSKÁ LENKA (1941),Kytica margarét
Konečná cena:,230 €,BOŤANSKÁ LENKA (1941),Kytica margarét
Poradové číslo:,32,SCHILLEROVÁ GABRIELA (1924 - 1993),Kytica
Vyvolávacia cena:,100 €,SCHILLEROVÁ GABRIELA (1924 - 1993),Kytica
Konečná cena:,650 €,SCHILLEROVÁ GABRIELA (1924 - 1993),Kytica
Poradové číslo:,33,DÓKA JOZEF (1926 - 2002),Zátišie
Vyvolávacia cena:,100 €,DÓKA JOZEF (1926 - 2002),Zátišie
Konečná cena:,130 €,DÓKA JOZEF (1926 - 2002),Zátišie
Poradové číslo:,34,MRÁZOVÁ LEA (1906 - 1995),Malá kytica
Vyvolávacia cena:,30 €,MRÁZOVÁ LEA (1906 - 1995),Malá kytica
Konečná cena:,90 €,MRÁZOVÁ LEA (1906 - 1995),Malá kytica
Poradové číslo:,35,JOHANIDESOVÁ OLGA (1942),Kytica
Vyvolávacia cena:,100 €,JOHANIDESOVÁ OLGA (1942),Kytica
Konečná cena:,100 €,JOHANIDESOVÁ OLGA (1942),Kytica
Poradové číslo:,36,ŠTURDÍK JOZEF (1920 - 1992),Zátišie
Nevydražené,,ŠTURDÍK JOZEF (1920 - 1992),Zátišie
Vyvolávacia cena:,500 €,ŠTURDÍK JOZEF (1920 - 1992),Zátišie
Poradové číslo:,37,NEMČÍK JÚLIUS (1909 - 1986),Zima
Vyvolávacia cena:,500 €,NEMČÍK JÚLIUS (1909 - 1986),Zima
Konečná cena:,500 €,NEMČÍK JÚLIUS (1909 - 1986),Zima
Poradové číslo:,38,STUDENÝ FRANTIŠEK (1911 - 1980),Považie
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Považie
Vyvolávacia cena:,1 100 €,STUDENÝ FRANTIŠEK (1911 - 1980),Považie
Poradové číslo:,39,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Pastier oviec
Nevydražené,,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Pastier oviec
Vyvolávacia cena:,650 €,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - ?),Pastier oviec
Poradové číslo:,40,SPIRÓ DEZIDER (1904-1971),Bača
Vyvolávacia cena:,500 €,SPIRÓ DEZIDER (1904-1971),Bača
Konečná cena:,500 €,SPIRÓ DEZIDER (1904-1971),Bača
Poradové číslo:,41,HARMOS KAROL (KÁROLY) (1879 - 1956),Pútnici
Nevydražené,,HARMOS KAROL (KÁROLY) (1879 - 1956),Pútnici
Vyvolávacia cena:,1 200 €,HARMOS KAROL (KÁROLY) (1879 - 1956),Pútnici
Poradové číslo:,42,ZEMPLÉNYI TIVADAR (1864 - 1917),Sediaca žena v červenej šatke
Nevydražené,,ZEMPLÉNYI TIVADAR (1864 - 1917),Sediaca žena v červenej šatke
Vyvolávacia cena:,1 900 €,ZEMPLÉNYI TIVADAR (1864 - 1917),Sediaca žena v červenej šatke
Poradové číslo:,43,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Portrét muža z profilu
Nevydražené,,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Portrét muža z profilu
Vyvolávacia cena:,450 €,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Portrét muža z profilu
Poradové číslo:,44,BOEMM RITTA (1868 - 1948),Meštiansky interiér
Nevydražené,,BOEMM RITTA (1868 - 1948),Meštiansky interiér
Vyvolávacia cena:,450 €,BOEMM RITTA (1868 - 1948),Meštiansky interiér
Poradové číslo:,45,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Rieka Poprad v Tatrách
Vyvolávacia cena:,600 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Rieka Poprad v Tatrách
Konečná cena:,500 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Rieka Poprad v Tatrách
Poradové číslo:,46,SZEPESI-KUSZKA JENÖ (EUGEN) (1885 - 1936),Les
Vyvolávacia cena:,300 €,SZEPESI-KUSZKA JENÖ (EUGEN) (1885 - 1936),Les
Konečná cena:,240 €,SZEPESI-KUSZKA JENÖ (EUGEN) (1885 - 1936),Les
Poradové číslo:,47,KERN PETER JÚLIUS (1881 - 1963),Pri západe slnka
